MSN,YYYYMM,Value,Column_Order,Description,Unit
AVACEUS,200106,.228,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200107,.253,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200108,.268,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200109,.154,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200110,.171,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200111,.176,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200112,.146,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200113,2.417,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200201,.166,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200202,.118,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200203,.178,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200204,.195,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200205,.178,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200206,.227,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200207,.289,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200208,.266,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200209,.197,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200210,.222,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200211,.158,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200212,.139,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200213,2.334,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200301,.086,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200302,.139,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200303,.193,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200304,.155,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200305,.193,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200306,.15,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200307,.224,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200308,.212,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200309,.269,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200310,.145,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200311,.187,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200312,.139,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200313,2.091,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200401,.146,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200402,.181,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200403,.156,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200404,.211,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200405,.154,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200406,.175,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200407,.231,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200408,.209,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200409,.219,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200410,.205,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200411,.126,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200412,.15,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200413,2.162,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200501,.311,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200502,.175,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200503,.179,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200504,.18,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200505,.185,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200506,.212,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200507,.231,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200508,.251,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200509,.242,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200510,.166,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200511,.151,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200512,.165,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200513,2.447,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200601,.093,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200602,.158,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200603,.235,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200604,.229,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200605,.234,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200606,.185,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200607,.218,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200608,.299,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200609,.192,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200610,.2,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200611,.135,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200612,.137,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200613,2.314,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200701,.178,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200702,.13,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200703,.149,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200704,.21,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200705,.188,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200706,.232,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200707,.187,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200708,.231,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200709,.174,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200710,.229,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200711,.161,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200712,.117,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200713,2.186,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200801,.141,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200802,.126,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200803,.168,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200804,.179,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200805,.206,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200806,.172,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200807,.171,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200808,.193,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200809,.165,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200810,.13,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200811,.156,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200812,.149,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200813,1.957,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200901,.145,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200902,.101,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200903,.151,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200904,.161,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200905,.137,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200906,.185,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200907,.202,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200908,.168,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200909,.194,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200910,.123,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200911,.103,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200912,.168,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,200913,1.838,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201001,.105,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201002,.1,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201003,.152,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201004,.181,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201005,.162,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201006,.188,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201007,.211,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201008,.152,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201009,.214,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201010,.163,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201011,.116,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201012,.127,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201013,1.871,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201101,.123,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201102,.136,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201103,.191,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201104,.109,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201105,.196,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201106,.176,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201107,.2,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201108,.199,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201109,.133,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201110,.173,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201111,.123,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201112,.113,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201113,1.872,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201201,.133,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201202,.111,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201203,.152,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201204,.148,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201205,.182,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201206,.137,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201207,.217,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201208,.145,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201209,.153,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201210,.155,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201211,.107,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201212,.098,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201213,1.738,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201301,.119,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201302,.079,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201303,.125,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201304,.123,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201305,.162,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201306,.156,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201307,.175,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201308,.148,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201309,.111,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201310,.122,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201311,.152,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201312,.076,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201313,1.547,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201401,.107,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201402,.069,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201403,.13,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201404,.117,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201405,.148,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201406,.111,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
AVACEUS,201407,.187,"3","Aviation Gasoline Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197301,13.16,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197302,13.706,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197303,13.725,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197304,12.111,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197305,13.762,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197306,12.959,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197307,12.774,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197308,13.42,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197309,13.722,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197310,14.269,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197311,14.704,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197312,14.229,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197313,162.541,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197401,14.435,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197402,13.317,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197403,13.622,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197404,13.228,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197405,13.019,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197406,13.317,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197407,12.799,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197408,13.019,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197409,12.178,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197410,14.027,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197411,13.547,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197412,14.594,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197413,161.102,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197501,14.723,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197502,13.071,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197503,13.942,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197504,13.566,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197505,12.262,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197506,12.003,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197507,11.834,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197508,11.846,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197509,11.465,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197510,13.836,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197511,11.847,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197512,14.756,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197513,155.152,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197601,14.784,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197602,13.262,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197603,14.491,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197604,13.45,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197605,13.015,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197606,12.847,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
DMACEUS,197607,12.432,"4","Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
