MSN,YYYYMM,Value,Column_Order,Description,Unit
MMACEUS,197706,83.32,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197707,84.36,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197708,84.138,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197709,80.285,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197710,80.855,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197711,78.916,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197712,83.625,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197713,958.198,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197801,75.883,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197802,70.542,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197803,82.4,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197804,79.163,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197805,87.731,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197806,86.975,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197807,86.044,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197808,89.411,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197809,81.32,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197810,84.591,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197811,82.469,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197812,84.631,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197813,991.16,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197901,77.599,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197902,74.441,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197903,82.128,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197904,77.566,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197905,81.951,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197906,79.059,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197907,78.411,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197908,83.279,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197909,75.651,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197910,79.759,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197911,74.663,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197912,76.463,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,197913,940.97,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198001,71.739,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198002,70.016,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198003,72.687,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198004,74.667,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198005,76.356,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198006,73.1,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198007,76.506,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198008,75.434,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198009,71.482,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198010,75.594,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198011,68.447,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198012,75.248,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198013,881.276,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198101,73.051,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198102,64.641,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198103,71.591,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198104,72.575,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198105,75.137,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198106,77.253,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198107,77.501,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198108,75.386,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198109,73.231,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198110,74.715,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198111,70.052,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198112,75.89,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198113,881.023,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198201,67.837,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198202,63.69,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198203,73.593,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198204,75.967,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198205,75.74,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198206,75.282,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198207,77.28,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198208,75.273,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198209,71.93,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198210,72.73,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198211,72.409,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198212,74.53,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198213,876.26,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198301,68.94,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198302,61.749,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198303,77.884,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198304,71.144,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198305,75.391,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198306,77.112,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198307,77.083,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198308,79.021,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198309,74.172,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198310,75.063,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198311,72.806,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198312,78.003,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198313,888.367,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198401,70.949,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198402,66.022,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198403,73.935,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198404,73.172,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198405,78.038,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198406,77.892,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198407,77.355,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198408,80.334,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198409,72.212,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198410,76.215,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198411,74.53,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198412,74.239,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198413,894.894,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198501,71.662,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198502,67.165,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198503,75.227,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198504,75.985,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198505,79.696,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198506,76.434,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198507,79.111,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198508,81.745,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198509,72.422,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198510,77.852,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198511,73.959,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198512,76.675,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198513,907.933,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198601,73.494,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198602,66.045,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198603,78.613,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198604,77.716,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198605,80.327,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198606,78.859,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198607,84.047,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198608,84.039,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198609,75.089,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198610,81.945,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198611,75.247,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198612,80.736,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198613,936.158,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198701,73.887,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198702,69.403,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198703,78.742,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198704,80.029,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198705,84.352,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198706,82.496,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198707,85.718,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198708,82.971,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198709,78.839,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198710,82.599,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198711,78.249,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198712,81.987,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198713,959.27,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198801,75.821,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198802,74.599,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198803,82.957,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198804,81.457,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198805,82.732,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198806,85.701,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198807,84.76,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198808,85.603,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198809,81.169,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198810,82.371,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198811,80.892,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198812,83.198,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198813,981.26,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198901,76.496,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198902,72.926,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198903,84.166,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198904,78.553,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198905,83.707,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198906,85.395,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198907,82.749,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198908,87.522,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198909,79.468,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198910,82.811,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198911,80.703,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198912,84.043,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,198913,978.539,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199001,75.397,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199002,73.591,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199003,83.279,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199004,78.212,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199005,83.511,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199006,82.579,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199007,85.07,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199008,88.475,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199009,75.942,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199010,82.012,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199011,79.533,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199012,79.2,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199013,966.8,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199101,75.566,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199102,70.24,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199103,79.801,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199104,78.545,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199105,84.574,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199106,82.056,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199107,85.989,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199108,85.609,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199109,77.95,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199110,82.805,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199111,77.129,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199112,82.15,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199113,962.412,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199201,78.374,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199202,74.323,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199203,81.434,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
MMACEUS,199204,79.926,"8","Motor Gasoline, Excluding Ethanol, Transportation Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
